strategy,macd_short,macd_long,macd_signal,rsi_period,rsi_oversold,rsi_overbought,bb_period,bb_std,volume_threshold,capital_final,total_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,avg_win,avg_loss,timestamp
multi_indicator,12,24,7,14,30,70,20,1.8,1.0,9742.41,-2.58,-17.064,-2.58,29.41,2.593,17,2.16,-0.83,2025-07-22T21:29:16.734218
multi_indicator,12,24,7,14,25,70,20,2.0,1.2,9742.41,-2.58,-17.064,-2.58,29.41,2.593,17,2.16,-0.83,2025-07-22T21:29:15.519593
multi_indicator,12,24,7,14,25,70,20,2.0,1.0,9742.41,-2.58,-17.064,-2.58,29.41,2.593,17,2.16,-0.83,2025-07-22T21:29:15.427626
multi_indicator,10,26,9,14,25,70,20,1.8,1.2,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:09.111370
multi_indicator,10,26,9,14,25,70,20,1.8,1.0,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:09.015376
multi_indicator,10,26,9,16,30,75,20,1.8,1.0,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:14.482694
multi_indicator,10,26,9,16,30,75,20,1.8,1.2,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:14.572114
multi_indicator,10,26,9,16,25,75,20,1.8,1.2,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:12.984267
multi_indicator,10,26,9,16,25,75,20,1.8,1.0,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:12.875998
multi_indicator,10,26,9,16,30,70,20,1.8,1.0,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:13.700017
multi_indicator,10,26,9,16,30,70,20,1.8,1.2,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:13.802462
multi_indicator,10,26,9,16,25,70,20,1.8,1.0,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:12.074900
multi_indicator,10,26,9,16,25,70,20,1.8,1.2,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:12.195045
multi_indicator,10,26,9,14,30,70,20,1.8,1.2,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:10.655625
multi_indicator,10,26,9,14,30,70,20,1.8,1.0,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:10.568635
multi_indicator,10,26,9,14,30,75,20,1.8,1.2,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:11.438881
multi_indicator,10,26,9,14,30,75,20,1.8,1.0,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:11.342754
multi_indicator,10,26,9,14,25,75,20,1.8,1.0,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:09.811458
multi_indicator,10,26,9,14,25,75,20,1.8,1.2,9743.53,-2.56,-17.068,-2.56,29.41,2.772,17,2.16,-0.78,2025-07-22T21:29:09.901693
multi_indicator,12,26,7,16,25,70,20,1.8,1.2,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:32.838239
multi_indicator,12,26,7,16,25,70,20,1.8,1.0,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:32.717929
multi_indicator,12,26,7,16,25,75,20,1.8,1.2,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:33.814681
multi_indicator,12,26,7,16,25,75,20,1.8,1.0,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:33.696812
multi_indicator,12,26,7,16,30,70,20,1.8,1.2,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:34.755507
multi_indicator,12,26,7,16,30,70,20,1.8,1.0,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:34.641173
multi_indicator,12,26,7,16,30,75,20,1.8,1.2,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:35.661819
multi_indicator,12,26,7,16,30,75,20,1.8,1.0,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:35.547753
multi_indicator,12,26,7,14,25,75,20,1.8,1.0,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:29.827656
multi_indicator,12,26,7,14,25,75,20,1.8,1.2,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:29.941499
multi_indicator,12,26,7,14,25,70,20,1.8,1.0,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:28.865371
multi_indicator,12,26,7,14,25,70,20,1.8,1.2,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:28.983222
multi_indicator,12,26,7,14,30,75,20,1.8,1.0,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:31.735617
multi_indicator,12,26,7,14,30,75,20,1.8,1.2,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:31.868147
multi_indicator,12,26,7,14,30,70,20,1.8,1.0,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:30.791159
multi_indicator,12,26,7,14,30,70,20,1.8,1.2,9743.49,-2.57,-17.07,-2.57,29.41,2.768,17,2.16,-0.78,2025-07-22T21:29:30.902518
multi_indicator,12,26,9,16,25,70,20,2.0,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:40.215909
multi_indicator,12,26,9,16,25,70,20,2.0,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:40.314298
multi_indicator,12,26,9,16,25,75,20,2.0,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:41.046653
multi_indicator,12,26,9,16,25,75,20,2.0,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:41.166642
multi_indicator,12,26,9,16,30,75,20,1.8,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:42.473836
multi_indicator,12,26,9,16,30,75,20,1.8,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:42.566368
multi_indicator,12,26,9,16,30,75,20,2.0,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:42.663874
multi_indicator,12,26,9,16,30,75,20,2.0,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:42.753780
multi_indicator,12,26,9,14,25,75,20,1.8,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:37.354856
multi_indicator,12,26,9,14,25,75,20,1.8,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:37.470011
multi_indicator,12,26,9,14,25,75,20,2.0,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:37.576638
multi_indicator,12,26,9,14,25,75,20,2.0,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:37.682939
multi_indicator,12,26,9,14,25,70,20,1.8,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:36.435905
multi_indicator,12,26,9,14,25,70,20,1.8,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:36.537813
multi_indicator,12,26,9,14,25,70,20,2.0,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:36.652923
multi_indicator,12,26,9,14,25,70,20,2.0,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:36.774259
multi_indicator,12,26,9,14,30,70,20,2.0,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:38.613641
multi_indicator,12,26,9,14,30,70,20,2.0,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:38.507210
multi_indicator,12,26,9,14,30,70,20,1.8,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:38.392875
multi_indicator,12,26,9,14,30,70,20,1.8,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:38.267215
multi_indicator,12,26,9,14,30,75,20,2.0,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:39.457345
multi_indicator,12,26,9,14,30,75,20,2.0,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:39.353616
multi_indicator,12,26,9,14,30,75,20,1.8,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:39.257400
multi_indicator,12,26,9,14,30,75,20,1.8,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:39.150523
multi_indicator,12,26,9,16,25,70,20,1.8,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:39.998588
multi_indicator,12,26,9,16,25,70,20,1.8,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:40.100350
multi_indicator,12,26,9,16,30,70,20,2.0,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:41.887921
multi_indicator,12,26,9,16,30,70,20,2.0,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:41.982989
multi_indicator,12,26,9,16,25,75,20,1.8,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:40.860088
multi_indicator,12,26,9,16,25,75,20,1.8,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:40.953837
multi_indicator,12,26,9,16,30,70,20,1.8,1.0,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:41.694082
multi_indicator,12,26,9,16,30,70,20,1.8,1.2,9729.05,-2.71,-17.073,-2.71,38.89,1.792,18,1.65,-0.92,2025-07-22T21:29:41.788128
multi_indicator,10,24,9,16,25,75,18,2.0,1.0,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:59.119529
multi_indicator,10,24,9,16,25,75,18,2.0,1.2,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:59.232308
multi_indicator,10,24,9,16,25,70,18,2.0,1.0,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:58.147910
multi_indicator,10,24,9,16,25,70,18,2.0,1.2,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:58.278534
multi_indicator,10,24,9,14,25,70,18,2.0,1.0,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:54.453906
multi_indicator,10,24,9,14,25,70,18,2.0,1.2,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:54.563680
multi_indicator,10,24,9,16,30,75,18,2.0,1.2,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:29:01.109531
multi_indicator,10,24,9,16,30,75,18,2.0,1.0,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:29:00.985493
multi_indicator,10,24,9,14,30,75,18,2.0,1.2,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:57.282423
multi_indicator,10,24,9,14,30,75,18,2.0,1.0,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:57.161167
multi_indicator,10,24,9,16,30,70,18,2.0,1.2,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:29:00.174358
multi_indicator,10,24,9,16,30,70,18,2.0,1.0,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:29:00.054055
multi_indicator,10,24,9,14,30,70,18,2.0,1.0,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:56.124555
multi_indicator,10,24,9,14,30,70,18,2.0,1.2,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:56.244531
multi_indicator,10,24,9,14,25,75,18,2.0,1.0,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:55.282842
multi_indicator,10,24,9,14,25,75,18,2.0,1.2,9715.79,-2.84,-18.081,-2.84,36.84,2.072,19,1.79,-0.87,2025-07-22T21:28:55.377964
multi_indicator,10,24,9,16,30,75,18,1.8,1.0,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:29:00.755505
multi_indicator,10,24,9,16,30,75,18,1.8,1.2,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:29:00.869618
multi_indicator,10,24,9,16,30,70,18,1.8,1.2,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:59.939338
multi_indicator,10,24,9,16,30,70,18,1.8,1.0,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:59.825887
multi_indicator,10,24,9,14,25,70,18,1.8,1.2,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:54.350063
multi_indicator,10,24,9,14,25,70,18,1.8,1.0,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:54.249707
multi_indicator,10,24,9,16,25,70,18,1.8,1.0,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:57.911010
multi_indicator,10,24,9,16,25,70,18,1.8,1.2,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:58.033125
multi_indicator,10,24,9,16,25,75,18,1.8,1.0,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:58.882776
multi_indicator,10,24,9,16,25,75,18,1.8,1.2,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:58.999439
multi_indicator,10,24,9,14,25,75,18,1.8,1.0,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:55.085580
multi_indicator,10,24,9,14,25,75,18,1.8,1.2,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:55.187950
multi_indicator,10,24,9,14,30,70,18,1.8,1.0,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:55.882217
multi_indicator,10,24,9,14,30,70,18,1.8,1.2,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:55.999757
multi_indicator,10,24,9,14,30,75,18,1.8,1.2,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:57.036293
multi_indicator,10,24,9,14,30,75,18,1.8,1.0,9715.1,-2.85,-18.097,-2.85,36.84,2.008,19,1.74,-0.87,2025-07-22T21:28:56.921962
multi_indicator,12,24,9,16,30,70,18,2.0,1.2,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:26.801285
multi_indicator,12,24,9,16,30,70,18,2.0,1.0,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:26.686305
multi_indicator,12,24,9,14,30,75,18,2.0,1.0,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:23.860041
multi_indicator,12,24,9,14,30,75,18,2.0,1.2,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:23.983405
multi_indicator,12,24,9,14,30,70,18,2.0,1.2,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:23.058312
multi_indicator,12,24,9,14,30,70,18,2.0,1.0,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:22.901737
multi_indicator,12,24,9,16,25,70,18,2.0,1.0,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:24.772070
multi_indicator,12,24,9,16,25,70,18,2.0,1.2,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:24.890848
multi_indicator,12,24,9,16,25,75,18,2.0,1.2,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:25.856644
multi_indicator,12,24,9,16,25,75,18,2.0,1.0,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:25.746354
multi_indicator,12,24,9,16,30,75,18,2.0,1.0,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:27.692899
multi_indicator,12,24,9,16,30,75,18,2.0,1.2,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:27.798662
multi_indicator,12,24,9,14,25,75,18,2.0,1.2,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:22.186515
multi_indicator,12,24,9,14,25,75,18,2.0,1.0,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:22.071476
multi_indicator,12,24,9,14,25,70,18,2.0,1.0,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:21.213361
multi_indicator,12,24,9,14,25,70,18,2.0,1.2,9698.62,-3.01,-18.562,-3.01,35.0,1.928,20,1.8,-0.93,2025-07-22T21:29:21.322254
multi_indicator,12,24,9,16,30,70,18,1.8,1.0,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:26.448766
multi_indicator,12,24,9,16,30,70,18,1.8,1.2,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:26.555583
multi_indicator,12,24,9,14,25,70,18,1.8,1.0,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:21.015989
multi_indicator,12,24,9,14,25,70,18,1.8,1.2,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:21.111553
multi_indicator,12,24,9,14,30,75,18,1.8,1.0,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:23.643474
multi_indicator,12,24,9,14,30,75,18,1.8,1.2,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:23.743959
multi_indicator,12,24,9,16,25,70,18,1.8,1.2,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:24.658442
multi_indicator,12,24,9,16,25,70,18,1.8,1.0,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:24.547149
multi_indicator,12,24,9,16,25,75,18,1.8,1.0,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:25.495525
multi_indicator,12,24,9,16,25,75,18,1.8,1.2,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:25.622057
multi_indicator,12,24,9,16,30,75,18,1.8,1.0,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:27.456836
multi_indicator,12,24,9,16,30,75,18,1.8,1.2,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:27.581894
multi_indicator,12,24,9,14,25,75,18,1.8,1.2,9697.94,-3.02,-18.577,-3.02,35.0,1.871,20,1.75,-0.93,2025-07-22T21:29:21.959492
